,Name,GPA,Gender,Experience (yrs),School,Accepted
1276,Kenneth Cabral,3.123724204680814,1,2.0,USC,1
1277,Donald Mulhall,3.110999772629044,1,2.0,MIT,0
1278,Thomas Zvorsky,3.2102099480312054,1,0.0,USC,0
1279,John Virgil,3.6176776050979256,1,0.0,USC,1
1280,Ira Ruiz,3.8306116696003905,1,0.0,USC,1
1281,Jesus Lee,3.7366079875849434,1,0.0,MIT,1
1282,Jeff Eggen,3.1885699570862083,1,0.0,Cornell,0
1283,Edward Prado,3.502211255902502,1,0.0,MIT,0
1284,Kenneth Duhon,3.8009762890181085,1,0.0,USC,0
1285,Earnest Watkins,3.2156169583429186,1,3.0,USC,0
1286,Maria Hagemann,3.9067906194049384,0,2.0,Barnard,0
1287,Robert Bautista,3.7584679039588167,1,0.0,USC,0
1288,Matthew Hughes,3.5386890780429905,1,0.0,Penn,0
1289,Norberto Pfeiffer,3.3696260139103344,1,0.0,MIT,0
1290,Kenneth Ursprung,3.7741876095256073,1,1.0,USC,0
1291,Robert Williams,3.3946359458435644,1,0.0,MIT,1
1292,Jesus Frankum,3.5711857682121564,1,3.0,USC,0
1293,Robert Simmering,3.006710304199318,1,0.0,MIT,1
1294,Jordan Millican,3.8986197748200926,1,0.0,Penn,1
1295,David Bowden,3.088384039013671,1,2.0,Penn,1
1296,Matthew Yanez,3.791053104262483,1,2.0,USC,1
1297,Ryan Raymond,3.4313508038436265,1,4.0,USC,1
1298,Stephen Delgadillo,3.5794993694685098,1,0.0,MIT,0
1299,Jimmy Justice,3.427079677755255,1,1.0,Cornell,0
1300,Richard Morgan,3.4455678941010848,1,0.0,Penn,0
1301,Raymond Maynard,3.8079580547277008,1,2.0,USC,0
1302,Julian Diamond,3.465177363762719,1,1.0,MIT,0
1303,Brad Elder,3.6309519716265406,1,0.0,Penn,1
1304,Richard Stanley,3.5327601808931437,1,1.0,USC,0
1305,Ronald Bozek,3.430156347101086,1,3.0,MIT,0
1306,Teddy Berry,3.838552714174579,1,0.0,Penn,0
1307,Johnny Schultz,3.401767229237439,1,2.0,Cornell,1
1308,Roland Breiter,3.1474115125268747,1,2.0,USC,0
1309,Willard Browning,3.0867428680348876,1,3.0,USC,1
1310,John Williams,3.5890450040267465,1,1.0,MIT,0
1311,Joe Vogel,3.1151263447948043,1,0.0,USC,1
1312,Thomas Williams,3.294882122703616,1,1.0,USC,0
1313,Edward Watson,3.2947630251584346,1,2.0,USC,0
1314,Paul Hamilton,2.936611470606097,1,1.0,Cornell,0
1315,Leonard Flores,3.0503027181750157,1,1.0,MIT,0
1316,Michael Aguilar,3.0747613242350136,1,1.0,MIT,0
1317,Roger Dinsmore,3.415172717142405,1,1.0,Penn,0
1318,Steven Windsor,3.222707937523556,1,0.0,MIT,0
1319,Gerald Gonzalez,3.8666149790245887,1,0.0,USC,0
1320,Shane Wilson,3.117007706239937,1,0.0,MIT,0
1321,Jesus Androlewicz,3.3587914104105545,1,2.0,Penn,1
1322,Nathaniel Snowden,3.8898617103469446,1,0.0,USC,1
1323,Michael Webber,3.3715125949812776,1,3.0,USC,0
1324,Thomas Pierson,3.723138187311127,1,2.0,USC,1
1325,Aurelio Schock,3.1856372404736493,1,1.0,Penn,0
1326,James Coutee,2.918194336187339,1,2.0,Cornell,1
1327,Charles Minnis,3.605314381683761,1,0.0,USC,0
1328,Jose Wells,3.4622541592551155,1,0.0,MIT,0
1329,Joseph Babb,3.5113595151769057,1,0.0,USC,0
1330,Rodney Nolan,3.145714725741191,1,3.0,USC,0
1331,John Braggs,3.442746475056797,1,0.0,Cornell,0
1332,Jeremy Calvo,3.6200642702583425,1,2.0,Penn,1
1333,Donald Bradley,3.1205786558042137,1,3.0,Penn,0
1334,Patrick Hanson,3.412430994136501,1,0.0,USC,0
1335,Gordon Fowler,3.625957569787005,1,1.0,Penn,0
1336,Rene Bailey,3.4618059133575305,1,1.0,USC,0
1337,Leroy Vieira,3.5637447639956017,1,3.0,MIT,0
1338,Michael Czech,3.030045233065279,1,1.0,USC,1
1339,Simon West,3.5785177480352783,1,0.0,Penn,1
1340,Drew Devotie,3.4560088109720115,1,3.0,Penn,0
1341,Thomas Alvarez,3.6403978651722118,1,2.0,USC,0
1342,Thomas Deharo,3.489307846185927,1,1.0,MIT,0
1343,Bob Perez,3.309929088383994,1,0.0,USC,0
1344,Jerry Harvey,3.6635177648311594,1,0.0,MIT,1
1345,Elliot Comee,3.8062187427426277,1,0.0,Penn,1
1346,Lawrence Ruffner,3.33138898964886,1,2.0,Penn,0
1347,Peter Canning,2.974213222105147,1,3.0,Penn,0
1348,Nicholas Jackson,3.734108517479242,1,0.0,Penn,1
1349,Melvin Moore,3.110572583148688,1,0.0,Cornell,1
1350,Ryan Coates,3.4631759457411504,1,0.0,USC,1
1351,Terry Diaz,3.350507296159826,1,2.0,MIT,0
1352,Earl Nolan,3.294964443250703,1,0.0,USC,1
1353,Samuel Hopkins,3.7175527395803325,1,3.0,USC,0
1354,Arnold Nix,3.818629915278721,1,4.0,Penn,0
1355,James Hanks,3.922780322215033,1,2.0,Penn,1
1356,John Delafuente,3.3169182065448775,1,0.0,Cornell,0
1357,Timothy Ramirez,3.453834816564601,1,2.0,MIT,0
1358,John Thurston,3.477796602189392,1,4.0,MIT,0
1359,John Belcher,3.2467591128094475,1,0.0,MIT,0
1360,Pierre Burns,3.849200272126789,1,0.0,Penn,1
1361,Daniel Lizardi,2.9855501802239988,1,1.0,USC,0
1362,Theodore Bush,3.855437714829737,1,0.0,USC,1
1363,Brandon Tellez,3.5312468534925543,1,0.0,USC,0
1364,Christopher Luna,3.796302274917232,1,0.0,USC,1
1365,Emilio Doran,3.3937205309706817,1,3.0,Penn,0
1366,George Carrier,3.4168955171587814,1,0.0,MIT,1
1367,James Blackwell,3.849287723046533,1,1.0,USC,1
1368,John Blaize,3.5749203428865446,1,0.0,USC,0
1369,Emmett Mena,3.7971015769803547,1,1.0,Penn,1
1370,Leon Blair,3.6447944433647432,1,0.0,USC,0
1371,Joseph Colwell,3.380990555179714,1,1.0,USC,0
1372,Michael Jackson,3.16326361627383,1,3.0,USC,0
1373,Jon Brown,3.7573769388152396,1,0.0,MIT,1
1374,Charles Sparks,3.3090208810665738,1,2.0,Penn,0
1375,Joseph Mcculley,3.5385423823943394,1,0.0,MIT,0
1376,Gary Rideau,3.0241822269700953,1,0.0,MIT,0
1377,Craig Trapp,3.7661430242605456,1,2.0,Penn,1
1378,Jeremiah Vassell,3.4447880366645514,1,0.0,MIT,0
1379,Claude Theriot,3.7824502090977337,1,0.0,Cornell,1
1380,Roberto Mertens,3.3191918278490613,1,1.0,Penn,1
1381,Stephen Flores,3.989437537453232,1,1.0,USC,0
1382,Pedro Wilson,3.1867910362004768,1,1.0,Penn,0
1383,William Shaffer,3.2125816400311464,1,1.0,Penn,1
1384,Roy Fager,3.3020725281588232,1,0.0,MIT,0
1385,Daniel Moore,3.3897632659177193,1,2.0,USC,0
1386,Oscar Lang,3.313610773965986,1,0.0,MIT,0
1387,Patrick Polowy,3.038558139823424,1,2.0,USC,1
1388,Kevin Engelking,3.7220170021480206,1,0.0,Penn,1
1389,Vincent Carroll,3.8761275074717165,1,0.0,USC,0
1390,Ginger Pelletier,3.9106852292179477,0,0.0,Barnard,0
1391,Wilhelmina Lynch,2.9815351606369216,0,2.0,Barnard,0
1392,John Martin,3.3263306159350208,1,0.0,USC,0
1393,James Hillhouse,2.992198767542236,1,1.0,USC,0
1394,Robert Robison,3.592444122970184,1,1.0,USC,1
1395,Dwayne Green,3.2256055509237336,1,0.0,USC,0
1396,Ramon Fong,3.705461366590186,1,2.0,MIT,1
1397,Dwayne Dustman,3.626971108377191,1,2.0,MIT,1
1398,Robert Mccage,3.7227259281757017,1,0.0,USC,1
1399,Clint Vogel,3.200095518325778,1,0.0,Penn,0
1400,John Taylor,3.928359690076407,1,2.0,MIT,1
1401,Debra Polk,3.3012872651021556,0,0.0,Wellesley,0
1402,Steven Burnett,3.2802491492784034,1,3.0,Penn,1
1403,Ralph Butler,3.324747512678161,1,2.0,USC,1
1404,James Provenzano,3.072823131026003,1,1.0,MIT,0
1405,Jake Bitner,2.8815493318451777,1,0.0,USC,0
1406,Diana Deacy,3.597698385457612,0,2.0,Barnard,0
1407,Eli Pray,3.6540786602929516,1,1.0,USC,1
1408,Julie Muresan,3.6029270843282752,0,2.0,Wellesley,1
1409,Tony Hansen,2.964683354676497,1,3.0,MIT,0
1410,Scott Stedman,3.7446206953970966,1,2.0,Penn,1
1411,William Park,3.565923737532129,1,1.0,Cornell,0
1412,Charles Legions,3.5877839412152577,1,2.0,USC,0
1413,James Beach,3.3761931922958968,1,0.0,Cornell,0
1414,Bill Clayton,2.9766360241547187,1,2.0,Cornell,1
1415,Jason Dobrich,3.482327817751846,1,0.0,MIT,0
1416,Stephen Roy,2.887114881691051,1,3.0,Penn,0
1417,Jesse Sanchez,3.608360630765601,1,0.0,Penn,0
1418,Bradley Workman,3.8640524648695633,1,3.0,USC,1
1419,Ricky Taylor,3.423503098344959,1,3.0,USC,0
1420,Daniel Seymour,3.600147127718734,1,0.0,Penn,1
1421,Timothy Butcher,3.848386965661998,1,2.0,MIT,1
1422,Joseph Cape,3.411229062294267,1,4.0,Penn,0
1423,Fred Jackson,3.5726424845268547,1,2.0,USC,0
1424,Michael Hunter,3.804105298040655,1,0.0,Cornell,0
1425,Jeffery Wooldridge,3.7615923174225623,1,2.0,USC,1
1426,Michael Ramirez,3.682193797199733,1,0.0,MIT,1
1427,Julio Nurse,3.448877191452068,1,0.0,Cornell,0
1428,Harold Shoemaker,3.3326312911126945,1,1.0,USC,0
1429,Otis Decelles,3.598647987125802,1,3.0,USC,0
1430,Timothy Gaietto,3.509627305806831,1,1.0,USC,0
1431,Herman Thomas,3.559309194382378,1,0.0,Penn,1
1432,Lynn Clark,3.6283269627354464,1,0.0,MIT,1
1433,Dustin Collins,3.4606136647655283,1,1.0,USC,0
1434,Shawn Quiles,3.20747045941913,1,1.0,MIT,1
1435,Keith Dobson,3.209061898191788,1,1.0,USC,0
1436,Anthony Simmon,3.192292871017057,1,0.0,USC,0
1437,Patrick Williams,3.4596818736707515,1,1.0,Penn,0
1438,David Fishman,3.864612677902853,1,3.0,MIT,1
1439,Glenn Nixon,3.504073327640814,1,1.0,MIT,1
1440,Anthony Koenig,3.8981581605145488,1,1.0,MIT,0
1441,James Hebert,3.0670162686743607,1,1.0,Penn,1
1442,Kenneth Bustamante,3.8917211497133692,1,4.0,MIT,1
1443,David Thornton,3.5518538633298515,1,0.0,USC,0
1444,Charles Witmer,3.2662643737534918,1,1.0,Penn,0
1445,Larry Bunal,3.9210103566354038,1,3.0,MIT,1
1446,Kevin Killion,3.9666619560971714,1,0.0,MIT,0
1447,Lance Walters,3.3862197500859015,1,0.0,USC,1
1448,James Cahill,2.9894998490247344,1,2.0,Penn,0
1449,Ernest Raines,3.4072511879712297,1,2.0,USC,1
1450,Danny Miller,3.3306272960527687,1,0.0,MIT,0
1451,Stevie Hummel,3.4465163579985107,1,0.0,USC,0
1452,Donald Peters,3.708052821476201,1,1.0,Penn,0
1453,Michael Scott,3.6954941097661496,1,0.0,MIT,1
1454,Weston Patterson,3.4115261434833664,1,2.0,Penn,0
1455,James Lewis,3.381083234632713,1,2.0,USC,0
1456,Peter Yankey,3.77996470697211,1,0.0,Cornell,0
1457,Terence Campbell,3.7534161275491806,1,0.0,USC,1
1458,Billy Yost,3.0963162996666806,1,2.0,MIT,0
1459,Brian Marsh,3.746925348430607,1,0.0,USC,1
1460,Katherine Gioe,3.5069354584737966,0,1.0,Wellesley,0
1461,James Harkins,3.5870957343521095,1,1.0,Penn,1
1462,John Williams,3.4628419198985743,1,1.0,USC,0
1463,Kevin Lizardi,3.4933826819189737,1,0.0,Penn,0
1464,Harland Heath,3.327102374882053,1,0.0,MIT,0
1465,Armando Frasier,3.4961395689473305,1,2.0,Penn,1
1466,Harlan Gagne,3.955426298185034,1,0.0,USC,1
1467,Terrence Wright,2.888082475336748,1,0.0,USC,1
1468,Elton Hendricks,3.877376109174067,1,2.0,Penn,1
1469,James Mcardell,3.765706651409408,1,2.0,Penn,0
1470,Danny Washington,3.520119116028038,1,2.0,MIT,1
1471,Joseph Russell,3.4999217698838136,1,0.0,MIT,0
1472,Ralph Rivera,3.540009801654142,1,1.0,Cornell,0
1473,John Garcia,2.802605971667639,1,2.0,MIT,0
1474,John Crumm,3.606796034708089,1,1.0,Cornell,1
1475,Gregory Addiego,3.1556806312728907,1,2.0,USC,0
1476,Robert Reed,3.3066729956664367,1,4.0,Penn,0
1477,Martin Ford,3.71207616417038,1,1.0,MIT,0
1478,Ralph Sherrard,3.2699549852493797,1,3.0,USC,1
1479,John Dartez,3.2341473388375412,1,2.0,Penn,0
1480,Ronald Irwin,3.642562927435347,1,1.0,Penn,0
1481,Benjamin Corrigan,3.829499307427638,1,1.0,Cornell,0
1482,Carlos Thieman,3.00156990730231,1,0.0,USC,1
1483,Manuel Morris,3.8766350640732474,1,0.0,MIT,1
1484,Richard Greene,3.894346647732604,1,0.0,USC,1
1485,Roger Jackson,3.365220855850324,1,3.0,USC,1
1486,Enrique Ratcliff,3.466153573202173,1,3.0,USC,0
1487,Thomas Wiley,3.799923748762467,1,1.0,USC,1
1488,Dennis Hill,3.2851754728440232,1,3.0,USC,1
1489,Austin Curry,3.6667713432479134,1,0.0,USC,0
1490,Victor Vance,3.446361218866298,1,3.0,MIT,0
1491,Lowell Moore,3.5098222636414516,1,1.0,Penn,0
1492,Terry Gayden,3.7953985642766215,1,3.0,MIT,1
1493,Jeffry Lewis,3.82717839845978,1,1.0,MIT,1
1494,Herbert Webb,3.531263933661055,1,0.0,Penn,0
1495,Floyd Phillips,3.4654745568549603,1,2.0,Penn,1
1496,Timothy Cahill,2.969975939563441,1,0.0,Penn,1
1497,Carlos Gilbert,3.263969235872043,1,1.0,USC,0
1498,Antonio Schultz,3.5327056611272987,1,0.0,MIT,0
1499,Robby Cahill,3.1762486305164703,1,1.0,Penn,0
1500,Carl Burgess,3.564277748928133,1,1.0,Penn,1
1501,Ronald Fuller,3.2369745729461457,1,3.0,Penn,0
1502,Andrew Harris,3.55768476999603,1,1.0,Cornell,0
1503,Robert Mcmanis,3.2892583058729192,1,3.0,Penn,0
1504,Kevin Mckinney,3.888092963016251,1,1.0,MIT,0
1505,Steven Washington,3.504140759092507,1,3.0,USC,1
1506,Thomas Richardson,3.0969132646294777,1,1.0,USC,0
1507,Charles Hayden,3.5480786597952223,1,1.0,Penn,0
1508,Garrett Martinez,3.475442476097218,1,1.0,MIT,1
1509,Phillip Massey,3.668564911960154,1,1.0,Penn,1
1510,Eugene Goetz,2.900891843384965,1,2.0,USC,0
1511,Jose Wilson,3.7449516055531764,1,1.0,MIT,1
1512,Jason Alexander,3.5094779662340807,1,3.0,MIT,0
1513,Jerome Sandoval,3.706606982410973,1,2.0,Penn,1
1514,Ted Donnelly,3.2173601192518357,1,2.0,USC,0
1515,Albert Thompson,3.6380838138092524,1,3.0,USC,1
1516,Joseph Goodman,3.7249385141939078,1,2.0,USC,0
1517,Raymond Campbell,3.6412081876326736,1,0.0,MIT,1
1518,Larry Armstrong,3.0714623623015083,1,1.0,MIT,0
1519,William Mueller,3.3654117717529757,1,1.0,USC,1
1520,Derrick Norton,3.565999168351495,1,1.0,USC,0
1521,David Sanders,3.8339330999080543,1,0.0,Cornell,1
1522,Shannon Darnell,3.695401108696351,1,0.0,Penn,1
1523,Leon Valado,3.5977819676745506,1,2.0,Penn,0
1524,Irene Anderson,3.78493895014965,0,0.0,Barnard,0
1525,Brian Velez,3.8661285750149044,1,0.0,MIT,0
1526,Dean Sutton,3.566754799839487,1,2.0,USC,0
1527,Amos Tucker,3.0663386224713416,1,1.0,USC,1
1528,Robert Rodriguez,3.6618868714040893,1,2.0,MIT,1
1529,Robert Ericson,3.4542201808979005,1,1.0,USC,0
1530,Randy Chamberlain,3.3709810820103736,1,0.0,USC,0
1531,Antonio Wilder,3.520319121368882,1,0.0,USC,1
1532,Raymond Strang,3.5794361523997913,1,1.0,Penn,0
1533,Chris Bourg,3.1703395918893658,1,1.0,USC,1
1534,Arturo Gantt,3.405804933423771,1,0.0,USC,0
1535,Myles Rader,3.6261464243020702,1,2.0,MIT,1
1536,Larry Hubbs,3.312278251140452,1,0.0,USC,0
1537,Clarence Begley,3.031045287140755,1,0.0,USC,0
1538,Thomas Hires,3.3533818281904892,1,2.0,Penn,0
1539,David Price,3.753913728817218,1,1.0,USC,1
1540,Mark Hernandez,3.7293885140413847,1,2.0,USC,1
1541,Patrick Phang,3.8497919813587425,1,2.0,USC,0
1542,Charles Glover,3.544642390612537,1,0.0,MIT,0
1543,Carlos Ellis,3.6385817859701124,1,2.0,Penn,0
1544,Mitchell Morris,3.5398145258224973,1,3.0,Penn,0
1545,Donald Watts,3.1723014043099758,1,0.0,MIT,0
1546,William Page,3.8684703784393015,1,0.0,MIT,0
1547,Jonathan Harris,2.933177602286212,1,2.0,Penn,0
1548,Lee Hardison,3.838291326367451,1,2.0,USC,1
1549,Eugene Wilkerson,3.6530372236352524,1,2.0,USC,0
1550,Joseph Garcia,2.9861093158167358,1,1.0,Cornell,1
1551,Delbert Duncan,3.460343381391847,1,0.0,MIT,0
1552,William Skidmore,3.4430117485752083,1,1.0,Penn,0
1553,Paul Komp,3.2684714969788455,1,0.0,MIT,0
1554,William Roten,3.412724707831771,1,2.0,USC,0
1555,Henry Turner,3.0771266151619265,1,0.0,USC,0
1556,Richard Gilbert,3.243499470366278,1,0.0,MIT,0
1557,David Rudd,3.4973608653294725,1,0.0,USC,0
1558,Gabriel Bauer,3.706705468409056,1,0.0,Penn,0
1559,Michael Gibbons,3.1960363117065023,1,0.0,Penn,0
1560,Tyler Neal,3.0394263548779317,1,1.0,MIT,1
1561,Timothy Stanley,3.5680707941129355,1,1.0,USC,0
1562,Thomas Anderson,3.842770694393855,1,1.0,MIT,1
1563,Brad Taylor,3.346775195012172,1,2.0,USC,1
1564,Martin Johnson,3.806280266011582,1,1.0,MIT,1
1565,Albert Gross,3.4998110921053516,1,1.0,Cornell,1
1566,David Henderson,3.0069338261819847,1,1.0,Penn,0
1567,Guy Collins,3.4023557335341033,1,2.0,Cornell,0
1568,Gerard Calk,3.5257593374666687,1,1.0,USC,0
1569,Scott Lovin,3.67143709819013,1,0.0,MIT,1
1570,Robert Appell,3.1031956431555905,1,2.0,Cornell,0
1571,Francisco Christensen,3.40057142416428,1,0.0,Penn,0
1572,Bruce Ray,3.729814668424561,1,1.0,USC,1
1573,Neal Daniels,3.500369168793701,1,2.0,USC,0
1574,Albert Pentz,3.335910254757076,1,1.0,MIT,0
1575,Kyle Perez,3.8833062324826133,1,0.0,Penn,1
1576,Leif Louis,3.40874387982361,1,0.0,MIT,0
1577,John Page,3.4140770573599593,1,2.0,USC,0
1578,Joshua Arena,3.552304752813094,1,0.0,USC,0
1579,Steven Gorman,3.430490459420609,1,1.0,MIT,0
1580,Robert Jacques,3.206964126998532,1,4.0,USC,1
1581,Kevin Naquin,3.4548671219046168,1,2.0,MIT,0
1582,Michael Drummond,3.2730441198446987,1,0.0,Cornell,0
1583,Michael Garcia,3.3378241951678165,1,1.0,USC,0
1584,Timothy Evans,3.5319622861733935,1,0.0,MIT,0
1585,Jose Cain,3.598944266320997,1,0.0,Penn,0
1586,Otis Sweet,3.3042010387078293,1,2.0,MIT,0
1587,Benjamin Dejesus,3.790104581002862,1,1.0,Penn,0
1588,James Perez,3.079649515575328,1,2.0,MIT,0
1589,Jeff Clark,3.2300676653727813,1,1.0,USC,0
1590,William Maltas,3.3737196484990437,1,1.0,Penn,0
1591,Dillon Shelnutt,3.1018136347309713,1,2.0,Cornell,1
1592,Franklin Finnegan,3.7951328502036015,1,0.0,USC,0
1593,Richard Lee,3.8008545132161267,1,0.0,MIT,1
1594,Jacob Cooper,3.3284759877479875,1,3.0,MIT,0
1595,Alan Saunders,2.926464791952847,1,0.0,Penn,0
1596,Jose Richardson,3.4368650054663314,1,2.0,USC,1
1597,Jeffrey Denes,3.8863300661966953,1,3.0,MIT,1
1598,Ross Blasengame,3.4948246863060763,1,2.0,Penn,0
1599,Ken Gill,3.4892906766387566,1,2.0,USC,0
1600,Jose Diaz,3.413352089148425,1,1.0,MIT,0
1601,Johnny Gray,3.5138677524272866,1,2.0,USC,0
1602,Mildred Sprinkle,3.343653937892857,0,2.0,Barnard,0
1603,Joseph Vandenberge,3.663393147215427,1,2.0,Penn,0
1604,Michael West,3.6950375103670425,1,2.0,MIT,0
1605,Lonnie Mceuen,3.084338565261804,1,0.0,Cornell,0
1606,James Baerga,3.8434170859153096,1,1.0,USC,1
1607,Andrew Prieto,3.469045820800228,1,0.0,Penn,0
1608,John Page,3.5236383988312583,1,2.0,MIT,0
1609,Timothy Brennan,3.775714156264583,1,0.0,Cornell,0
1610,Albert Brogan,3.354602805406004,1,3.0,Penn,1
1611,Lewis Cloutier,3.350220058594935,1,0.0,MIT,0
1612,Richard Stanley,3.367058596686864,1,1.0,Cornell,0
1613,Steven Bacon,3.5543944382317516,1,1.0,MIT,0
1614,Samuel Green,3.26732174923003,1,1.0,USC,0
1615,Billy Harris,3.259902507943073,1,0.0,Penn,0
1616,Antonio Beaulieu,3.394819585065694,1,1.0,USC,0
1617,Angel Jackson,3.6573678456879493,1,3.0,MIT,1
1618,Robert Wayne,3.28284909400588,1,1.0,USC,0
1619,Harrison Drake,3.901621033326373,1,2.0,Penn,1
1620,Roy Schultz,3.1008382609947263,1,0.0,USC,0
1621,Lee Frazer,3.1354441337083454,1,0.0,MIT,1
1622,Joel Rodgers,3.820977231364826,1,0.0,USC,0
1623,Michael Tice,3.433283798866878,1,3.0,Cornell,0
1624,Rick King,3.4730924236206517,1,0.0,MIT,0
1625,Claude Davis,3.522209083560402,1,3.0,USC,1
1626,Angel Melle,3.5343175914858898,1,0.0,MIT,0
1627,Darrell Lewis,3.565068293843231,1,0.0,Cornell,0
1628,Boyd Smith,3.4818797963622585,1,0.0,MIT,0
1629,Miguel Clay,3.1396882893528697,1,0.0,Cornell,0
1630,David Adler,3.5390906588171074,1,4.0,USC,0
1631,Michael Dwyer,3.3862013573766134,1,0.0,Penn,0
1632,Cecil Stovall,3.3613598798407915,1,3.0,MIT,0
1633,Freddie Ruiz,3.5093074782297937,1,3.0,MIT,1
1634,Linda Pratt,3.0733114196754987,0,0.0,Barnard,0
1635,Wayne Ramos,3.619000499176219,1,3.0,USC,0
1636,Robert Maldonado,3.222888828957981,1,4.0,Penn,0
1637,Shelby Montoya,3.421962922966373,1,0.0,Cornell,1
1638,George Gavin,3.028571805162944,1,3.0,USC,0
1639,Kyle Giles,3.4641441274390266,1,4.0,MIT,0
1640,Franklin Wright,3.1604274886095696,1,3.0,USC,0
1641,Jeremy Hoover,3.626376111979977,1,0.0,USC,0
1642,Terry Hinson,2.976387330198255,1,2.0,MIT,0
1643,Paul Ables,3.226303908815736,1,1.0,USC,0
1644,John Hobbs,3.6581256408077847,1,0.0,Cornell,0
1645,Frank Worthen,3.4053650556502397,1,3.0,Penn,0
1646,Tomas Cantrell,3.63726959512091,1,3.0,USC,1
1647,Charlotte Berger,3.4311902272611876,0,2.0,Barnard,0
1648,Brian Curi,3.6387915740961563,1,2.0,Cornell,1
1649,Guy Howlett,3.850140039778942,1,0.0,Cornell,1
1650,Erma Brady,3.826469731528938,0,1.0,Wellesley,1
1651,Margie Dahlberg,2.973286686983589,0,1.0,Barnard,0
1652,Albert Andrews,3.3122102158902225,1,1.0,MIT,0
1653,Randy Reed,3.1646291177936616,1,1.0,MIT,1
1654,David Mitchell,3.4258992145013707,1,0.0,MIT,0
1655,Gilbert Lopez,3.3291992912481305,1,2.0,MIT,0
1656,Arnulfo Stanger,3.6990787870838853,1,0.0,MIT,0
1657,Charles Hull,2.9166928825325544,1,2.0,MIT,0
1658,Curtis Caruso,2.9958129969629494,1,3.0,USC,0
1659,Anthony Feinstein,3.5664971717680514,1,1.0,USC,0
1660,Gerald Inman,3.5114191937160872,1,2.0,USC,0
1661,Walter Atkinson,3.6106848949577146,1,0.0,Cornell,0
1662,Stephen Poling,3.092268102660252,1,1.0,USC,0
1663,Mark Sixkiller,3.225515028678076,1,2.0,MIT,0
1664,Christopher Conklin,3.4298807849651793,1,2.0,Penn,0
1665,Sherman Fuentes,3.8798925652682317,1,0.0,USC,1
1666,Louis Wattles,3.4653996877276723,1,2.0,Cornell,0
1667,Adam Holt,3.4569220553468942,1,0.0,Penn,1
1668,Wade Scott,3.05835046913814,1,1.0,USC,0
1669,John William,3.1052555473119026,1,1.0,MIT,0
1670,Pedro Aveline,3.322482734391205,1,0.0,Penn,0
1671,Gregory Hearn,3.5600917751581576,1,1.0,USC,0
1672,Tina Murray,3.6436953825047778,0,1.0,Wellesley,0
1673,John Keeney,2.9933769402349424,1,2.0,Cornell,1
1674,George Prosser,3.6093248042499075,1,1.0,USC,1
1675,Carlton Wilson,3.481674861866933,1,0.0,USC,0
1676,Jay Karle,3.690324384169289,1,0.0,Cornell,1
1677,Joseph Myers,3.6417866548283215,1,0.0,Penn,1
1678,Terry Gabrielson,3.67391303671738,1,1.0,USC,1
1679,John Pargo,3.2498344851445933,1,0.0,USC,0
1680,Alvin Pyle,3.503403250193254,1,1.0,MIT,0
1681,James Ramirez,3.4843622870032562,1,3.0,MIT,0
1682,Nicholas Oconner,3.5792450176901536,1,3.0,USC,0
1683,Michael Addiego,3.4955686123779337,1,1.0,USC,0
1684,Leroy Williams,3.8236315140564976,1,1.0,USC,1
1685,Casey Battiste,3.350726718955641,1,0.0,USC,0
1686,Scott Gooch,3.673360315103868,1,0.0,Penn,0
1687,Stephan Cichy,3.5163607153382603,1,1.0,USC,0
1688,Marvin Watson,3.493120647039887,1,1.0,Penn,0
1689,Greg Han,3.796345557516995,1,1.0,USC,1
1690,Larry Herrington,3.7577151661558066,1,1.0,USC,1
1691,Herbert Crosno,3.7602989102087956,1,0.0,USC,1
1692,Ronald Castilla,3.8495218059898715,1,2.0,Cornell,1
1693,Robert Keller,3.8038877117419867,1,4.0,USC,1
1694,Adam Dvorak,3.454574885059776,1,2.0,Cornell,1
1695,Joyce Huizenga,3.153140540717253,0,2.0,Barnard,0
1696,Solomon Stroud,3.803973862251434,1,1.0,USC,1
1697,Jerry Mendoza,3.4650272241361906,1,0.0,USC,1
1698,Paul Vaux,3.7971314364306994,1,0.0,MIT,0
1699,Mike Gasaway,3.648977051453218,1,4.0,MIT,0
1700,Gene Olsen,3.6370621298395016,1,1.0,Penn,0
1701,Lawrence Tyler,3.5923409540921023,1,0.0,USC,1
1702,Serena Hidalgo,3.78897754179111,0,1.0,Barnard,1
1703,George Ovall,3.5707032097792237,1,4.0,USC,0
1704,Greg Auker,3.6321155997779617,1,2.0,USC,0
1705,Charles Kisner,3.4867541824501163,1,1.0,USC,1
1706,Bruce Donovan,3.4877377261856912,1,3.0,Penn,0
1707,Ronald Dercole,3.542354684434506,1,0.0,USC,0
1708,Marvin Anderson,3.15088047410112,1,1.0,Cornell,1
1709,Paul Adams,3.6308039623821795,1,2.0,Penn,0
1710,Shirley Miller,3.652796858552282,0,2.0,Barnard,0
1711,Paul Delgado,3.367513456095485,1,0.0,USC,0
1712,Denis Bradley,3.6502262829540264,1,1.0,USC,1
1713,Willie Bronsky,3.412785598854182,1,0.0,MIT,0
1714,John Ibach,3.3954438961851796,1,3.0,USC,0
1715,Charles Harlan,3.4800232438059804,1,2.0,USC,0
1716,Tyrone Bruton,3.502277568319752,1,2.0,USC,0
1717,Jonas Carlton,3.8714734806020266,1,1.0,MIT,1
1718,John Polizio,3.510670468387998,1,0.0,USC,0
